protein,num_seqs,num_seqs_unfiltered,perc_filtered,n_eff,n_eff_l,seq_len,num_cov,perc_cov
O43167_PF00096_435,3324772,3328681,0.9988256609750228,3324772.0,151126.0,22,21,0.9545454545454546
P51508_PF00096_555,3025635,3029538,0.9987116847519325,3025635.0,137528.86363636365,22,21,0.9545454545454546
Q5VTD9_PF00096_221,3334192,3338478,0.998716181445557,3334192.0,151554.18181818182,22,22,1.0
Q9NU63_PF00096_176,3201159,3205132,0.9987604254676562,3201159.0,145507.22727272726,22,21,0.9545454545454546
Q9Y2G7_PF00096_411,3163997,3168306,0.998639967225388,3163997.0,143818.04545454544,22,22,1.0
A0PJY2_PF00096_289,3092510,3096441,0.9987304779906997,3092510.0,140568.63636363635,22,21,0.9545454545454546
O14901_PF00096_395,2701429,2704436,0.9988881230689134,2701429.0,112559.54166666667,24,21,0.875
O43167_PF00096_351,3385219,3389014,0.9988802052750446,3385219.0,153873.5909090909,22,21,0.9545454545454546
O60281_PF00096_808,2960504,2963887,0.9988585934618965,2960504.0,123354.33333333333,24,22,0.9166666666666666
O60481_PF00096_389,3228415,3232327,0.9987897264107252,3228415.0,146746.13636363635,22,21,0.9545454545454546
P08151_PF00096_363,1802908,1804453,0.9991437848478182,1802908.0,72116.32,25,23,0.92
P10070_PF00096_565,1731963,1733420,0.9991594651036679,1731963.0,69278.52,25,23,0.92
P10071_PF00096_608,1896018,1897687,0.9991205082819242,1896018.0,75840.72,25,23,0.92
P25490_PF00096_384,2757960,2760764,0.9989843391177224,2757960.0,114915.0,24,22,0.9166666666666666
P37275_PF00096_933,3330441,3334767,0.9987027579438084,3330441.0,151383.68181818182,22,22,1.0
P51508_PF00096_331,3062977,3066886,0.9987254172473317,3062977.0,139226.22727272726,22,21,0.9545454545454546
P57071_PF00096_1085,3338785,3342747,0.9988147472722285,3338785.0,151762.95454545456,22,21,0.9545454545454546
Q5F1R6_PF12171_315,32803,32808,0.9998475981467935,4294.086850062259,171.76347400249037,25,25,1.0
Q8NEA6_PF00096_414,2677539,2680225,0.9989978453301496,2677539.0,116414.73913043478,23,21,0.9130434782608695
Q8NEA6_PF00096_473,2825165,2828512,0.9988166923103031,2825165.0,117715.20833333333,24,22,0.9166666666666666
Q8TDD2_PF00096_325,2781206,2784331,0.9988776478083964,2781206.0,115883.58333333333,24,22,0.9166666666666666
Q99684_PF00096_256,609456,609891,0.9992867577977048,609456.0,26498.08695652174,23,22,0.9565217391304348
Q99684_PF00096_313,3307190,3311386,0.9987328568762446,3307190.0,150326.81818181818,22,21,0.9545454545454546
Q9BRP0_PF00096_215,21706,21723,0.9992174193251393,2757.2001349629454,119.87826673751937,23,23,1.0
Q9H9D4_PF00096_383,3344761,3348831,0.9987846505243173,3344761.0,159274.33333333334,21,21,1.0
Q9HAZ2_PF00096_282,3318437,3322700,0.9987170072531375,3318437.0,150838.04545454544,22,21,0.9545454545454546
Q9HC78_PF00096_635,3398076,3402282,0.9987637709043519,3398076.0,154458.0,22,22,1.0
Q9HC78_PF00096_663,3449033,3453083,0.9988271350558328,3449033.0,156774.22727272726,22,21,0.9545454545454546
