protein,num_seqs,num_seqs_unfiltered,perc_filtered,n_eff,n_eff_l,seq_len,num_cov,perc_cov
A0A2R8Y422_PF0024,61139,61559,0.9931772770837732,5937.245740248543,84.8177962892649,70,70,1.0
A0PJY2_PF00096_289,4082271,4087406,0.998743701995838,4082271.0,185557.77272727274,22,21,0.9545454545454546
A1X283_PF00018_155,514408,514768,0.9993006558294222,514408.0,9352.872727272726,55,51,0.9272727272727272
A1X283_PF0001,503000,503356,0.9992927470815883,503000.0,8525.42372881356,59,51,0.864406779661017
A2RRE5_PF01846_26,4527,4543,0.9964780981730135,123.81916300196393,1.9653835397137132,63,62,0.9841269841269841
A6NK59_PF07525_53,29706,29746,0.9986552813823707,2149.5629668040365,52.42836504400089,41,38,0.926829268292683
EEHEE-rd3-0037_rockdoms_1,1,1,1.0,1.0,0.023255813953488372,43,43,1.0
EHEE-rd1-0882_rockdoms_1,8,8,1.0,6.0,0.15,40,30,0.75
HHH-rd1-0142_rockdoms_1,1,1,1.0,1.0,0.023255813953488372,43,43,1.0
O00308_PF00397_44,93371,93416,0.999518283805772,1505.6889572641142,27.883128838224337,54,41,0.7592592592592593
O00330_PF02817_181,174292,174577,0.9983674825435195,19257.990191381585,409.744472157055,47,39,0.8297872340425532
O14529_PF02376_1036,24578,24608,0.9987808842652796,189.63187604218803,2.1306952364290788,89,85,0.9550561797752809
O14529_PF02376_895,24743,24769,0.9989503007791998,180.30143688769027,2.613064302720149,69,67,0.9710144927536232
O14640_PF00595_246,6759,6772,0.9980803307737743,68.47083357072066,0.7362455222658135,93,93,1.0
O14640_PF00778_4,13349,13362,0.9990270917527316,267.03952271006864,3.4235836244880593,78,76,0.9743589743589743
O14776_PF01846_645,11990,11998,0.9993332222037006,261.4493740761593,3.7891213634225984,69,69,1.0
O14776_PF01846,18919,18932,0.9993133319247834,682.5967563482719,13.651935126965439,50,49,0.98
O14776_PF01846_793,18638,18650,0.9993565683646113,794.8140788100118,12.819581916290513,62,59,0.9516129032258065
O14776_PF01846_89,4870,4874,0.9991793188346327,270.2138368901408,4.579895540510861,59,59,1.0
O14776_PF01846_955,4579,4582,0.9993452640768223,288.02978316835055,5.143388985149117,56,56,1.0
O14813_PF00046_9,290088,290756,0.9977025409621814,5967.798353843101,106.56782774719822,56,56,1.0
O14901_PF00096_395,4120385,4125273,0.9988151087212894,4120385.0,171682.70833333334,24,22,0.9166666666666666
O14936_PF00595_4,28945,28978,0.9988612050521085,360.9343036232142,4.4016378490635875,82,82,1.0
O15151_PF00641_299,51648,51681,0.9993614674638649,5626.281693124572,181.49295784272812,31,26,0.8387096774193549
O15259_PF00018_15,495333,495671,0.9993180960758244,13913.282014838183,231.8880335806364,60,53,0.8833333333333333
O15265_PF08313_334,8135,8141,0.9992629898046923,257.10915425192945,4.214904168064417,61,61,1.0
O15266_PF00046_119,298587,299260,0.9977511194279222,6058.456138297667,108.18671675531549,56,56,1.0
O15344_PF00643_1,120249,120451,0.9983229695062723,7097.818872438422,165.06555517298656,43,39,0.9069767441860465
O15350_PF07647_4,4060,4061,0.9997537552327013,37.24040729203122,0.5911175760639876,63,63,1.0
O15405_PF00505_256,120642,120909,0.9977917276629531,6416.916780948456,94.366423249242,68,68,1.0
O15541_PF00642_19,180671,180719,0.9997343942806235,10687.86636941396,427.51465477655836,25,21,0.84
O43167_PF00096_351,4287206,4292265,0.9988213682053647,4287206.0,194873.0,22,21,0.9545454545454546
