protein,num_seqs,num_seqs_unfiltered,perc_filtered,n_eff,n_eff_l,seq_len,num_cov,perc_cov,bitscore
A0PJY2_PF00096_289,3092510,3096441,0.9987304779906996,3092510.0,140568.63636363635,22,21,0.9545454545454546,0.9
EHEE-rd1-0882_rockdoms_1,461947,462120,0.99962563836233,104282.58782295205,2607.064695573801,40,32,0.8,0.5
EHEE-rd1-0882_rockdoms_1,582,582,1.0,245.3911383213288,6.134778458033219,40,33,0.825,0.6
HHH-rd1-0142_rockdoms_1,95905,96071,0.998272111251054,5573.055861156105,129.60595025944428,43,38,0.8837209302325582,0.5
O00308_PF00397_440,59924,59958,0.9994329363888056,3836.959982312165,71.05481448726232,54,45,0.8333333333333334,1.0
O14640_PF00595_246,592053,592516,0.9992185865023054,592053.0,6366.1612903225805,93,86,0.9247311827956988,0.5
O14640_PF00595_246,271263,271432,0.9993773762857732,2694.796306594133,28.97630437197993,93,87,0.935483870967742,0.6
O14901_PF00096_395,2701429,2704436,0.9988881230689134,2701429.0,112559.54166666669,24,21,0.875,0.9
O15350_PF07647_487,60301,60338,0.9993867877622724,1551.437193054216,24.62598719133676,63,59,0.9365079365079364,0.5
O43167_PF00096_351,3385219,3389014,0.9988802052750446,3385219.0,153873.5909090909,22,21,0.9545454545454546,0.9
O43167_PF00096_435,3324772,3328681,0.9988256609750228,3324772.0,151126.0,22,21,0.9545454545454546,0.9
O43353_PF00619_438,15279,15348,0.9955043002345584,1626.7186660424704,20.08294649435149,81,72,0.8888888888888888,0.5
O43353_PF00619_438,5806,5838,0.9945186707776636,736.1637198720986,9.088440986075293,81,74,0.9135802469135802,0.6
O60281_PF00096_808,2960504,2963887,0.9988585934618964,2960504.0,123354.33333333331,24,22,0.9166666666666666,0.9
O60481_PF00096_389,3228415,3232327,0.9987897264107252,3228415.0,146746.13636363635,22,21,0.9545454545454546,0.9
P08151_PF00096_363,1802908,1804453,0.9991437848478182,1802908.0,72116.32,25,23,0.92,0.9
P10070_PF00096_565,1731963,1733420,0.999159465103668,1731963.0,69278.52,25,23,0.92,0.9
P10071_PF00096_608,1896018,1897687,0.9991205082819242,1896018.0,75840.72,25,23,0.92,0.9
P16989_PF00313_84,6389,6428,0.9939327940261355,412.3190161644169,4.794407164702522,86,86,1.0,0.9
P25490_PF00096_384,2757960,2760764,0.9989843391177224,2757960.0,114915.0,24,22,0.9166666666666666,0.9
P36075_PF02845_9,31180,31197,0.9994550758085712,3598.0432295845494,92.25751870729614,39,35,0.8974358974358975,0.5
P36075_PF02845_9,14376,14383,0.9995133143294168,1949.0787643817544,49.97637857389115,39,37,0.9487179487179488,0.6
P37275_PF00096_933,3330441,3334767,0.9987027579438084,3330441.0,151383.68181818182,22,22,1.0,0.9
P40040_PF02037_1,19548,19584,0.9981617647058824,2047.7055766514047,41.78990972757969,49,40,0.8163265306122449,0.8
P40040_PF02037_1,74375,74453,0.9989523592064792,17106.16469173941,349.10540187223285,49,42,0.8571428571428571,1.0
P40040_PF02037_1,14764,14798,0.9977023922151642,1585.0243731865362,32.347436187480334,49,41,0.8367346938775511,0.9
P46934_PF00397_836,145034,145101,0.9995382526653848,1949.934043366241,42.38987050796176,46,37,0.8043478260869565,0.8
P46934_PF00397_836,124325,124378,0.999573879625014,1655.7605309434534,35.99479415094464,46,37,0.8043478260869565,0.9
P46937_PF00397_226,123403,123458,0.9995545043658572,1686.8820273524132,35.89110696494496,47,38,0.8085106382978723,0.9
P51508_PF00096_331,3062977,3066886,0.9987254172473315,3062977.0,139226.22727272726,22,21,0.9545454545454546,0.9
P51508_PF00096_555,3025635,3029538,0.9987116847519324,3025635.0,137528.86363636365,22,21,0.9545454545454546,0.9
P57071_PF00096_1085,3338785,3342747,0.9988147472722284,3338785.0,151762.95454545456,22,21,0.9545454545454546,0.9
P67809_PF00313_52,5010,5048,0.992472266244057,154.9190131751505,1.7024067381884669,91,91,1.0,0.9
P67809_PF00313_52,26691,26819,0.995227264252955,2731.46042503842,30.016048626795826,91,73,0.8021978021978022,0.8
Q01826_PF02376_371,12572,12605,0.9973819912733044,91.590677610468,1.22120903480624,75,75,1.0,0.5
Q01826_PF02376_494,12611,12644,0.9973900664346724,102.51224817873316,1.3853006510639616,74,74,1.0,0.5
Q13009_PF00595_843,3835,3844,0.9976586888657648,123.12159329775795,1.4657332535447376,84,84,1.0,0.6
Q13009_PF00595_843,7887,7897,0.9987336963403824,178.347276901042,2.1231818678695475,84,83,0.988095238095238,0.5
Q13526_PF00397_1,173855,173923,0.9996090223834684,4006.416027842979,100.16040069607448,40,33,0.825,0.8
Q13526_PF00397_1,137067,137126,0.9995697387803918,2428.669316344592,60.71673290861479,40,33,0.825,0.9
Q5F1R6_PF12171_315,32803,32808,0.9998475981467936,4294.086850062259,171.76347400249037,25,25,1.0,0.9
Q5U5Q3_PF00013_325,151453,151580,0.9991621585961208,4782.433037165846,71.3795975696395,67,62,0.9253731343283582,0.6
Q5U5Q3_PF00013_325,256098,256392,0.998853318356267,13057.462734162753,194.88750349496644,67,61,0.9104477611940298,0.5
Q5VTD9_PF00096_221,3334192,3338478,0.998716181445557,3334192.0,151554.18181818182,22,22,1.0,0.9
Q86UL8_PF00397_296,131972,132031,0.9995531352485402,1861.8133705985767,41.37363045774615,45,38,0.8444444444444444,0.9
Q86UL8_PF00397_296,156473,156545,0.9995400683509534,2176.9082674806978,48.37573927734884,45,38,0.8444444444444444,0.8
Q86XN8_PF00013_273,150336,150464,0.9991492981709912,4865.0165423892095,71.54436091748838,68,64,0.9411764705882352,0.6
Q86XN8_PF00013_273,247947,248242,0.9988116434769296,12758.232752223808,187.6210698856442,68,64,0.9411764705882352,0.5
Q8N3X1_PF00397_593,4873,4873,1.0,474.3520180200152,10.780727682273072,44,39,0.8863636363636364,0.9
Q8NEA6_PF00096_414,2677539,2680225,0.9989978453301496,2677539.0,116414.73913043478,23,21,0.9130434782608696,0.9
Q8NEA6_PF00096_473,2825165,2828512,0.9988166923103032,2825165.0,117715.20833333331,24,22,0.9166666666666666,0.9
Q8TDD2_PF00096_325,2781206,2784331,0.9988776478083964,2781206.0,115883.58333333331,24,22,0.9166666666666666,0.9
Q96J02_PF00397_428,101258,101303,0.9995557880813006,1494.5902409997352,29.891804819994704,50,41,0.82,0.9
Q96J02_PF00397_474,61670,61698,0.999546176537327,1190.0526345184962,22.038011750342523,54,48,0.8888888888888888,0.9
Q96JY0_PF09011_3,136271,136569,0.9978179528297052,10168.889347808949,147.37520793926012,69,63,0.9130434782608696,0.5
Q96JY0_PF09011_3,10189,10242,0.9948252294473736,949.2702768589068,13.757540244331985,69,64,0.927536231884058,0.6
Q96PU5_PF00397_539,91472,91512,0.999562898854795,1451.3216994850725,28.457288225197495,51,41,0.803921568627451,0.9
