protein,num_seqs,num_seqs_unfiltered,perc_filtered,n_eff,n_eff_l,seq_len,num_cov,perc_cov
EHEE-rd1-0882_rockdoms_1,582,582,1.0,245.39113832132878,6.134778458033219,40,33,0.825
O14640_PF00595_246,271263,271432,0.9993773762857733,2694.7963065941335,28.97630437197993,93,87,0.9354838709677419
O15350_PF07647_487,4080,4081,0.999754962019113,47.65832097318892,0.7564812852887131,63,63,1.0
O43353_PF00619_438,5806,5838,0.9945186707776635,736.1637198720986,9.088440986075291,81,74,0.9135802469135802
P36075_PF02845_9,14376,14383,0.9995133143294167,1949.0787643817546,49.97637857389115,39,37,0.9487179487179487
P55895_PF13341_415,1295,1330,0.9736842105263158,15.821530017303397,0.20547441580913503,77,77,1.0
P61960_PF03671_4,1734,1746,0.993127147766323,48.892061498968346,0.6607035337698425,74,74,1.0
Q01826_PF02376_371,8004,8024,0.9975074775672981,23.169951121302642,0.30893268161736853,75,75,1.0
Q01826_PF02376_494,8049,8068,0.9976450173525038,30.275704093655484,0.4091311364007498,74,74,1.0
Q01826_PF16557_178,3775,3782,0.9981491274457959,40.21210371412161,0.5744586244874516,70,70,1.0
Q13009_PF00595_843,3835,3844,0.9976586888657648,123.12159329775795,1.4657332535447376,84,84,1.0
Q13163_PF00564_15,1967,1967,1.0,41.0973316700512,0.4326034912636968,95,95,1.0
Q5U5Q3_PF00013_325,151453,151580,0.9991621585961209,4782.433037165846,71.3795975696395,67,62,0.9253731343283582
Q86XN8_PF00013_273,150336,150464,0.9991492981709911,4865.0165423892095,71.54436091748838,68,64,0.9411764705882353
Q96JY0_PF09011_3,10189,10242,0.9948252294473735,949.2702768589068,13.757540244331983,69,64,0.927536231884058
Q9H3D4_PF07647_545,6302,6303,0.9998413453910836,84.63844045354887,1.2824006129325587,66,65,0.9848484848484849
Q9NYL2_PF00536_330,11488,11502,0.9987828203790645,489.5661390975486,5.828168322589865,84,71,0.8452380952380952
Q9UL15_PF02179_280,1189,1194,0.9958123953098827,21.40126244430124,0.31016322383045275,69,69,1.0
Q9UPW6_PF02376_358,11451,11474,0.9979954680146418,24.571404389092553,0.3191091479102929,77,76,0.987012987012987
Q9UPW6_PF02376_482,7920,7939,0.9976067514800353,19.677128163202127,0.26236170884269505,75,75,1.0
