protein,num_seqs,num_seqs_unfiltered,perc_filtered,n_eff,n_eff_l,seq_len,num_cov,perc_cov
O00308_PF00397_440,71921,71954,0.999541373655391,1318.1048529768705,24.409349129201306,54,39,0.7222222222222222
O95817_PF00397_11,100145,100195,0.9995009731024502,1433.7538975427888,29.26028362332222,49,36,0.7346938775510204
P16989_PF00313_84,71801,72026,0.9968761280648655,5468.928161751843,63.592187927347005,86,63,0.7325581395348837
P40040_PF02037_1,19549,19584,0.9982128267973857,1934.46323300396,39.478841489876736,49,37,0.7551020408163265
P46934_PF00397_836,145034,145101,0.9995382526653848,1923.9630119789908,41.8252828691085,46,35,0.7608695652173914
P46937_PF00397_162,112907,112959,0.9995396559813737,1699.8276818235943,33.99655363647189,50,37,0.74
P46937_PF00397_226,144946,145005,0.9995931174787076,1853.6777281491272,39.43995166274739,47,34,0.723404255319149
P67809_PF00313_52,26701,26819,0.9956001342331929,2524.9618319880124,27.746833318549587,91,65,0.7142857142857143
Q13526_PF00397_1,173858,173923,0.9996262713959626,3817.27508474549,95.43187711863725,40,32,0.8
Q6ZWJ1_PF00397_493,153635,153696,0.9996031126379347,1927.4532818369653,41.901158300803594,46,34,0.7391304347826086
Q86UL8_PF00397_296,156473,156545,0.9995400683509534,2023.6876273237942,44.970836162750984,45,34,0.7555555555555555
Q8N3X1_PF00397_593,10062,10062,1.0,1308.2701495102747,29.733412488869877,44,33,0.75
Q96J02_PF00397_428,111738,111791,0.9995259010117094,1475.0228440459696,29.50045688091939,50,36,0.72
Q96J02_PF00397_474,72682,72712,0.9995874133568049,1202.7374478889571,22.272915701647353,54,39,0.7222222222222222
Q96PU5_PF00397_184,99964,100014,0.9995000699902014,1303.059444684095,26.593049891512145,49,36,0.7346938775510204
Q96PU5_PF00397_381,157910,157975,0.9995885424909005,2046.054744218116,46.50124418677536,44,33,0.75
Q96PU5_PF00397_539,90303,90348,0.9995019258865719,1453.1222316888202,28.49259277821216,51,38,0.7450980392156863
Q96QZ7_PF00397_352,121601,121656,0.9995479055698033,1609.664717706204,32.193294354124085,50,37,0.74
Q9BYW2_PF00397_2382,94756,94802,0.999514778169237,1842.8865590828639,37.6099297772013,49,34,0.6938775510204082
Q9GZV5_PF00397_116,149406,149468,0.9995851954933498,2106.6042494599224,44.82136700978558,47,35,0.7446808510638298
Q9H0M0_PF00397_343,127220,127276,0.9995600113139947,1671.2313846691181,34.81732051393996,48,35,0.7291666666666666
Q9HAU4_PF00397_150,78288,78333,0.9994255294703381,1312.754736334677,26.790912986421983,49,35,0.7142857142857143
Q9P2P5_PF00397_800,141946,142016,0.9995070977917981,2099.0117925254262,46.64470650056503,45,34,0.7555555555555555
