protein,num_seqs,num_seqs_unfiltered,perc_filtered,n_eff,n_eff_l,seq_len,num_cov,perc_cov
O75400_PF00397_176,21298,21317,0.9991086925927664,700.0963217529453,13.727378857900888,51,39,0.7647058823529411
P39940_PF00397_324,136379,136440,0.9995529170331281,1746.099908655879,40.606974619904165,43,33,0.7674418604651163
P46937_PF00397_165,126484,126544,0.9995258566190416,1617.6045060291985,35.16531534846084,46,34,0.7391304347826086
P82979_PF02037_3,22799,22814,0.9993425089857105,1108.431759859042,24.631816885756486,45,37,0.8222222222222222
Q14151_PF02037_27,27566,27574,0.999709871618191,1349.1864613116277,30.663328666173356,44,37,0.8409090909090909
Q15424_PF02037_26,7450,7457,0.9990612846989406,434.3575582473651,7.897410149952092,55,50,0.9090909090909091
Q5TCQ9_PF00397_287,131884,131943,0.9995528372100073,1711.5564231655196,39.80363774803534,43,33,0.7674418604651163
Q8IX12_PF02037_625,8279,8280,0.9998792270531401,555.4364859125897,11.108729718251793,50,40,0.8
Q8IZQ8_PF02037_363,20889,20922,0.998422712933754,1232.522831867679,28.011882542447253,44,34,0.7727272727272727
Q969V6_PF02037_341,27052,27095,0.998412991326813,2019.0560629615686,46.95479216189695,43,35,0.813953488372093
Q96QZ7_PF00397_294,122116,122171,0.9995498113300211,1514.86263100595,32.93179632621631,46,34,0.7391304347826086
Q9BUJ2_PF02037_1,32040,32077,0.9988465255479003,2247.1309707218597,53.50311835052047,42,35,0.8333333333333334
Q9NWH9_PF02037_19,14994,15002,0.9994667377682975,906.7685216923456,18.135370433846912,50,41,0.82
Q9P2R6_PF00320_502,4649,4651,0.9995699849494732,86.9183206602814,2.069483825244795,42,40,0.9523809523809523
Q9UIF8_PF00628_1927,79979,80012,0.9995875618657202,2164.7311596269865,38.655913564767616,56,47,0.8392857142857143
Q9UKL0_PF00249_383,16383,16387,0.9997559040702996,197.12120219527228,3.0800187843011293,64,60,0.9375
Q9Y2T7_PF00313_86,5007,5046,0.9922711058263971,157.34722322117344,1.7102959045779722,92,91,0.9891304347826086
