protein,num_seqs,num_seqs_unfiltered,perc_filtered,n_eff,n_eff_l,seq_len,num_cov,perc_cov
EHEE-rd1-0882_rockdoms_1,582,582,1.0,166.60276287472968,4.165069071868242,40,28,0.7
O14640_PF00595_246,271272,271432,0.9994105337616788,2661.1734555844996,28.614768339618276,93,80,0.8602150537634409
O15350_PF07647_487,4080,4081,0.999754962019113,47.65832097318892,0.7564812852887131,63,63,1.0
O43353_PF00619_438,5806,5838,0.9945186707776635,728.5634927629119,8.994611021764344,81,72,0.8888888888888888
P36075_PF02845_9,14376,14383,0.9995133143294167,1898.738393779161,48.68559984049131,39,33,0.8461538461538461
P55895_PF13341_415,1295,1330,0.9736842105263158,15.821530017303397,0.20547441580913503,77,77,1.0
P61960_PF03671_4,1734,1746,0.993127147766323,48.892061498968346,0.6607035337698425,74,74,1.0
Q01826_PF02376_371,8004,8024,0.9975074775672981,23.169951121302642,0.30893268161736853,75,75,1.0
Q01826_PF02376_494,8049,8068,0.9976450173525038,30.275704093655484,0.4091311364007498,74,74,1.0
Q01826_PF16557_178,3775,3782,0.9981491274457959,40.21210371412161,0.5744586244874516,70,70,1.0
Q13009_PF00595_843,3835,3844,0.9976586888657648,123.47020768438253,1.4698834248140777,84,79,0.9404761904761905
Q13163_PF00564_15,1967,1967,1.0,41.09332359548217,0.43256130100507545,95,94,0.9894736842105263
Q5U5Q3_PF00013_325,151454,151580,0.9991687557725294,4630.281209303622,69.1086747657257,67,58,0.8656716417910447
Q86XN8_PF00013_273,150336,150464,0.9991492981709911,4942.164770191642,72.67889367928885,68,60,0.8823529411764706
Q96JY0_PF09011_3,10189,10242,0.9948252294473735,941.460386402576,13.64435342612429,69,63,0.9130434782608695
Q9H3D4_PF07647_545,6302,6303,0.9998413453910836,82.58026728889902,1.2512161710439247,66,59,0.8939393939393939
Q9NYL2_PF00536_330,11488,11502,0.9987828203790645,470.74821684584595,5.604145438641023,84,66,0.7857142857142857
Q9UL15_PF02179_280,1189,1194,0.9958123953098827,21.40126244430124,0.31016322383045275,69,69,1.0
Q9UPW6_PF02376_358,11451,11474,0.9979954680146418,27.443926213053118,0.35641462614354696,77,68,0.8831168831168831
Q9UPW6_PF02376_482,7920,7939,0.9976067514800353,19.66990616002331,0.26226541546697746,75,74,0.9866666666666667
