protein,num_seqs,num_seqs_unfiltered,perc_filtered,n_eff,n_eff_l,seq_len,num_cov,perc_cov
O75953_PF00226_4,193434,193875,0.997725338491296,14562.631910483604,234.88115984650975,62,62,1.0
P11182_PF02817_171,39465,39491,0.9993416221417538,2048.0572907541223,46.546756608048234,44,38,0.8636363636363636
P11961_PF02817_126,42439,42478,0.9990818776778567,2521.4037606610013,52.52924501377086,48,41,0.8541666666666666
P25685_PF00226_4,193787,194228,0.997729472578619,14570.006443347673,235.00010392496247,62,62,1.0
P53804_PF13639_1957,111880,111936,0.9994997141223556,8459.445056897737,206.32792821701798,41,41,1.0
Q6ZSG1_PF13639_293,109158,109223,0.9994048872490227,8495.233819999345,197.56357720928708,43,42,0.9767441860465116
Q7Z6W7_PF00226_3,177845,178262,0.9976607465416073,11956.886116337993,186.82634556778115,64,62,0.96875
Q8IWR0_PF00642_906,37973,37979,0.9998420179572922,2363.7421618559392,112.55915056456854,21,19,0.9047619047619048
Q8WU90_PF18044_104,63579,63598,0.9997012484669329,3861.3185394988477,183.87231140470703,21,20,0.9523809523809523
Q96K80_PF00642_138,53160,53170,0.999811924017303,2595.8193222734476,117.9917873760658,22,20,0.9090909090909091
Q99615_PF00226_382,121863,122147,0.9976749326631027,7667.251865701963,114.43659501047705,67,62,0.9253731343283582
Q9H000_PF00642_37,31595,31599,0.9998734137156239,1735.2249136448818,91.32762703394114,19,19,1.0
Q9H3Z4_PF00226_16,181953,182373,0.9976970275205211,15533.600561776499,250.54194454478224,62,60,0.967741935483871
Q9UBS4_PF00226_25,188928,189363,0.9977028247334484,13801.95563801216,219.07866092082793,63,62,0.9841269841269841
Q9UHC7_PF00642_89,33030,33037,0.9997881163543906,1795.2669889560264,81.60304495254665,22,20,0.9090909090909091
