protein,num_seqs,num_seqs_unfiltered,perc_filtered,n_eff,n_eff_l,seq_len,num_cov,perc_cov
O14813_PF00046_92,235574,236140,0.9976031167951216,4465.102953564692,79.73398131365522,56,55,0.9821428571428571
O15266_PF00046_119,236283,236854,0.997589232185228,4481.988309798053,80.03550553210809,56,55,0.9821428571428571
O43186_PF00046_41,236107,236676,0.9975958694586692,4455.575593954889,79.56384989205159,56,54,0.9642857142857143
O75360_PF00046_71,238426,239000,0.9975983263598326,4619.418199802334,82.48961071075597,56,55,0.9821428571428571
O94929_PF00412_149,162594,162711,0.9992809336799602,4266.470741861434,73.55984037692129,58,54,0.9310344827586207
O95076_PF00046_155,236609,237187,0.9975631042173475,4498.259313852109,80.32605917593051,56,55,0.9821428571428571
P02417_PF01281_1,50459,50593,0.9973514122507067,5983.963623563001,127.31837496942556,47,44,0.9361702127659575
P02585_PF13499_1,61175,61362,0.996952511326228,5848.206131193949,70.46031483366204,83,69,0.8313253012048193
P0CI26_PF00643_87,74688,74911,0.9970231341191548,4504.5623992805,95.84175317618086,47,39,0.8297872340425532
P14653_PF00046_208,233759,234276,0.9977932011815124,4695.190866530164,88.58850691566347,53,52,0.9811320754716981
P17480_PF00505_408,94274,94464,0.9979886517615176,4844.497477243362,78.13705608457035,62,59,0.9516129032258065
P20264_PF00046_408,43523,43594,0.998371335504886,1067.9639177666672,19.070784245833345,56,55,0.9821428571428571
P20265_PF00046_356,43349,43419,0.9983878025749096,1055.7836659701356,18.853279749466708,56,55,0.9821428571428571
P23759_PF00046_219,237615,238182,0.9976194674660553,4588.7302548638845,81.94161169399794,56,55,0.9821428571428571
P26367_PF00046_213,237446,237999,0.9976764608254657,4506.108368899355,81.92924307089736,55,54,0.9818181818181818
P28360_PF00046_174,240271,240844,0.9976208666190564,4381.842972227198,78.24719593262853,56,56,1.0
P32243_PF00046_40,238012,238576,0.997635973442425,4531.099014279501,80.91248239784822,56,54,0.9642857142857143
P35548_PF00046_144,238219,238782,0.9976422008359089,4369.8596711125165,78.03320841272351,56,56,1.0
P39880_PF00046_1246,286704,287315,0.9978734141969615,5403.212232488261,96.48593272300467,56,55,0.9821428571428571
P42766_PF00831_9,26669,26784,0.9957063918757467,4125.8831023828025,75.01605640696005,55,51,0.9272727272727272
P45973_PF00385_21,36397,36459,0.9982994596670233,4446.024232683697,90.73518842211627,49,46,0.9387755102040817
P49335_PF00046_280,51296,51381,0.9983456919873105,1270.1138488525141,22.680604443794895,56,55,0.9821428571428571
P54821_PF00046_96,239158,239741,0.9975682090255734,4637.129314287447,82.80588061227584,56,55,0.9821428571428571
P56915_PF00046_162,238138,238722,0.9975536397985941,4612.352642249495,82.36344004016955,56,55,0.9821428571428571
P78424_PF00046_609,261746,262295,0.9979069368459178,4750.417610966371,86.37122929029766,55,53,0.9636363636363636
P98175_PF00641_214,39066,39097,0.9992071002890247,2634.084126429551,94.07443308676967,28,25,0.8928571428571429
Q00839_PF02037_6,38083,38143,0.9984269721836248,3434.930280931536,83.77878733979355,41,33,0.8048780487804879
Q12873_PF00628_374,153236,153313,0.999497759485497,4376.632706710716,82.57797559831539,53,44,0.8301886792452831
Q12899_PF00643_97,81818,82024,0.9974885399395299,4177.10902082784,94.93429592790545,44,37,0.8409090909090909
Q13263_PF00628_620,155283,155361,0.9994979434993339,4259.724165131325,81.91777240637164,52,43,0.8269230769230769
Q13642_PF00412_160,183470,183603,0.9992756109649624,4033.5231263733517,72.02719868523842,56,52,0.9285714285714286
Q13642_PF00412_99,49498,49552,0.9989102357119793,1063.7094607452418,17.728491012420697,60,54,0.9
Q14839_PF00628_365,154126,154204,0.9994941765453556,4328.298174387938,81.66600329033845,53,44,0.8301886792452831
Q14839_PF00628_444,151289,151366,0.9994912992349669,4329.742129229144,81.6932477213046,53,44,0.8301886792452831
Q15475_PF00046_131,56576,56643,0.9988171530462723,1741.0999829077396,34.821999658154795,50,47,0.94
Q15699_PF00046_134,235844,236419,0.9975678773702621,4522.904994702439,80.7661606196864,56,55,0.9821428571428571
Q15911_PF00046_2147,261059,261649,0.9977450706863011,5122.8961180509295,91.48028782233803,56,54,0.9642857142857143
Q15911_PF00046_2244,248020,248577,0.9977592456261037,4688.653078980894,83.72594783894453,56,54,0.9642857142857143
Q15911_PF00046_2643,248591,249172,0.997668277334532,4902.834192060544,87.55061057250973,56,55,0.9821428571428571
Q1KMD3_PF02037_1,39114,39173,0.9984938605672274,3401.4297710213714,85.03574427553428,40,33,0.825
Q5SQQ9_PF00046_102,244705,245289,0.9976191349795547,4475.409963382409,79.91803506040016,56,56,1.0
Q7Z4I7_PF00412_13,123074,123147,0.9994072125183724,2567.0527198836858,43.50936813362179,59,53,0.8983050847457628
Q7Z6Z7_PF00627_1316,46787,46805,0.9996154257023823,3261.460199221978,79.54780973712143,41,35,0.8536585365853658
Q86UP3_PF00046_2086,256059,256639,0.997740016131609,5066.397020807241,90.47137537155787,56,54,0.9642857142857143
Q86UP3_PF00046_2183,247969,248526,0.9977587858010832,4688.717185184404,83.72709259257864,56,54,0.9642857142857143
Q86UP3_PF00046_2562,246115,246683,0.9976974497634616,4773.506803606381,85.24119292154252,56,55,0.9821428571428571
Q8IWT3_PF01485_2234,42860,42889,0.9993238359486115,5236.730535392197,124.68406036648089,42,37,0.8809523809523809
Q8NFW5_PF00046_73,235042,235596,0.9976485169527496,4451.5882269865915,79.49264691047485,56,55,0.9821428571428571
Q8TDI0_PF00628_338,152115,152194,0.9994809256606699,4374.254583462055,82.53310534834065,53,44,0.8301886792452831
Q8TDI0_PF00628_411,148535,148614,0.999468421548441,4397.703434470345,82.97553649944048,53,44,0.8301886792452831
Q96JY6_PF00412_284,134950,135008,0.9995703958283954,2265.361586057457,40.45288546531173,56,51,0.9107142857142857
Q96QS3_PF00046_330,238653,239242,0.997538057698899,4662.988841997479,83.26765789281212,56,55,0.9821428571428571
Q9BZM3_PF00046_204,238541,239110,0.9976203421019615,4541.727515960403,81.10227707072148,56,55,0.9821428571428571
