protein,num_seqs,num_seqs_unfiltered,perc_filtered,n_eff,n_eff_l,seq_len,num_cov,perc_cov
A1X283_PF00018_155,17375,17393,0.998965100902662,185.39357929826394,3.3707923508775264,55,53,0.9636363636363636
A1X283_PF00018_222,24127,24147,0.9991717397606328,283.85745184221383,4.811143251562946,59,54,0.9152542372881356
O00330_PF02817_181,1414,1415,0.9992932862190813,18.027366196122028,0.3835609828962134,47,45,0.9574468085106383
O15151_PF00641_299,3514,3517,0.9991470002843332,55.3332301452427,1.7849429079110548,31,28,0.9032258064516129
O15259_PF00018_152,4460,4466,0.9986565158978952,174.79230044712324,2.913205007452054,60,54,0.9
O15344_PF00643_172,12394,12408,0.9988716956802063,83.20831599935192,1.9350771162639981,43,40,0.9302325581395349
O15541_PF00642_198,13927,13932,0.9996411139821992,758.7179122448485,30.348716489793944,25,23,0.92
O43295_PF00018_745,11179,11184,0.9995529327610873,98.9207480562346,1.7055301389005966,58,58,1.0
O43586_PF00018_361,152676,152760,0.9994501178318932,2993.8840212847686,53.462214665799436,56,51,0.9107142857142857
O60293_PF10650_1186,7984,7987,0.9996243896331539,571.155549711921,30.06081840589058,19,18,0.9473684210526315
O75382_PF00643_111,3828,3830,0.9994778067885117,56.678620376809384,1.2881504631093041,44,44,1.0
O75808_PF00641_4,20589,20592,0.9998543123543123,1444.4359554307275,53.49762797891584,27,24,0.8888888888888888
O75953_PF00226_4,218477,218981,0.9976984304574369,19072.781742567888,307.6255119769014,62,62,1.0
O95793_PF00035_183,6008,6013,0.9991684683186429,84.50418775239228,1.2612565336177952,67,67,1.0
P00519_PF00018_64,18757,18772,0.9992009375665886,259.28001520150474,4.548772196517627,57,54,0.9473684210526315
P02549_PF00018_979,6246,6249,0.99951992318771,13.923282772916462,0.24005659953304245,58,55,0.9482758620689655
P06239_PF00018_63,15320,15334,0.9990869962175558,441.82097185016636,7.617602962933903,58,54,0.9310344827586207
P06241_PF00018_83,14870,14888,0.9987909725953789,378.93408323182206,6.212034151341345,61,57,0.9344262295081968
P07751_PF00018_968,6245,6249,0.9993598975836134,14.41885887932594,0.24438743863264306,59,59,1.0
P08631_PF00018_80,15650,15665,0.999042451324609,451.48267188239663,7.784183997972356,58,54,0.9310344827586207
P0A9X9_PF00313_3,80772,81019,0.9969513324035103,5933.713931330768,87.26049899015835,68,62,0.9117647058823529
P10242_PF00249_40,34282,34296,0.9995917891299277,2103.2428955225437,44.74984884090519,47,47,1.0
P11182_PF02817_171,74326,74400,0.999005376344086,5335.916463320304,121.27082871182508,44,38,0.8636363636363636
P11961_PF02817_126,76497,76595,0.9987205431163914,6428.915849477486,133.9357468641143,48,41,0.8541666666666666
P12931_PF00018_87,15730,15746,0.9989838689190905,430.7259068580503,7.556594857158776,57,53,0.9298245614035088
