protein,num_seqs,num_seqs_unfiltered,perc_filtered,n_eff,n_eff_l,seq_len,num_cov,perc_cov
O75953_PF00226_4,163537,163911,0.9977182739413463,10427.608968950142,168.18724143467972,62,62,1.0
P11182_PF02817_171,16637,16645,0.999519375187744,668.8635454898969,15.201444215679475,44,38,0.8636363636363636
P11961_PF02817_126,13858,13861,0.9997835653993218,699.3373186286581,14.569527471430376,48,41,0.8541666666666666
P25685_PF00226_4,164531,164905,0.9977320275310027,10539.395444703612,169.99024910812278,62,62,1.0
P53804_PF13639_1957,3934,3934,1.0,284.4092885425511,6.936811915671978,41,40,0.975609756097561
Q6ZSG1_PF13639_293,92130,92180,0.9994575829898026,6124.973259731157,142.441238598399,43,42,0.9767441860465116
Q7Z6W7_PF00226_3,130857,131170,0.9976137836395518,8454.199456858922,132.09686651342065,64,63,0.984375
Q8IWR0_PF00642_906,15142,15147,0.9996699016306859,917.9339270826216,43.71113938488674,21,19,0.9047619047619048
Q8WU90_PF18044_104,32598,32609,0.9996626698150817,2241.3418275464455,106.7305632164974,21,20,0.9523809523809523
Q96K80_PF00642_138,41496,41504,0.9998072474942175,1083.0852434857177,49.231147431168985,22,20,0.9090909090909091
Q99615_PF00226_382,79478,79653,0.9978029703840408,4638.987451818242,69.23861868385437,67,62,0.9253731343283582
Q9H000_PF00642_37,18691,18694,0.9998395207018295,1000.9134771608201,52.67965669267474,19,19,1.0
Q9H3Z4_PF00226_16,141643,141989,0.9975631915148356,9536.758844990738,153.8186910482377,62,61,0.9838709677419355
Q9UBS4_PF00226_25,157425,157798,0.9976362184565077,9909.104178414405,157.28736791133977,63,62,0.9841269841269841
Q9UHC7_PF00642_89,11996,11998,0.9998333055509252,950.5281978026941,43.20582717284973,22,20,0.9090909090909091
