protein,num_seqs,num_seqs_unfiltered,perc_filtered,n_eff,n_eff_l,seq_len,num_cov,perc_cov
O00308_PF00397_440,47146,47159,0.9997243368179987,405.50743608299604,7.509396964499927,54,38,0.7037037037037037
O95817_PF00397_11,88099,88126,0.9996936204979234,989.3218143828519,20.19024110985412,49,37,0.7551020408163265
P40040_PF02037_1,1668,1683,0.9910873440285205,394.2364997149099,8.045642851324692,49,42,0.8571428571428571
P46934_PF00397_836,103419,103454,0.9996616853867419,1067.231570133576,23.200686307251654,46,35,0.7608695652173914
P46937_PF00397_162,62052,62066,0.9997744336673863,526.023954404147,10.520479088082942,50,37,0.74
P46937_PF00397_226,100965,100991,0.999742551316454,942.9462683851989,20.06268656138721,47,35,0.7446808510638298
Q86UL8_PF00397_296,112547,112586,0.999653598138312,1171.0484674784086,26.02329927729797,45,35,0.7777777777777778
Q8N3X1_PF00397_593,1782,1782,1.0,120.82662850920308,2.7460597388455246,44,41,0.9318181818181818
Q96J02_PF00397_428,76119,76139,0.9997373225285333,794.9957810342373,15.899915620684746,50,39,0.78
Q96J02_PF00397_474,42681,42692,0.9997423404853368,338.4767437641493,6.268087847484247,54,38,0.7037037037037037
Q96PU5_PF00397_184,64709,64735,0.9995983625550321,695.2615643852959,14.189011518067263,49,37,0.7551020408163265
Q96PU5_PF00397_381,113120,113159,0.9996553522035366,1046.5072340540728,23.784255319410747,44,33,0.75
Q96PU5_PF00397_539,46612,46624,0.9997426218256692,430.61312917693766,8.443394689743876,51,40,0.7843137254901961
Q96QZ7_PF00397_352,22060,22065,0.9997733967822343,78.95143669887372,1.5790287339774745,50,46,0.92
Q9GZV5_PF00397_116,83748,83776,0.9996657754010695,897.9361000074838,19.10502340441455,47,36,0.7659574468085106
Q9H0M0_PF00397_343,59984,60004,0.9996666888874075,670.081763450405,13.960036738550103,48,34,0.7083333333333334
Q9P2P5_PF00397_800,79274,79304,0.9996217088671442,790.8184829636018,17.573744065857817,45,33,0.7333333333333333
