protein,num_seqs,num_seqs_unfiltered,perc_filtered,n_eff,n_eff_l,seq_len,num_cov,perc_cov
O43167_PF00096_435,3324772,3328681,0.9988256609750228,3324772.0,151126.0,22,21,0.9545454545454546
P51508_PF00096_555,3025635,3029538,0.9987116847519325,3025635.0,137528.86363636365,22,21,0.9545454545454546
Q5VTD9_PF00096_221,3334194,3338478,0.9987167805209439,3334194.0,151554.27272727274,22,21,0.9545454545454546
Q9NU63_PF00096_176,3201159,3205132,0.9987604254676562,3201159.0,145507.22727272726,22,21,0.9545454545454546
Q9Y2G7_PF00096_411,3163997,3168306,0.998639967225388,3163997.0,143818.04545454544,22,21,0.9545454545454546
A0PJY2_PF00096_289,3092510,3096441,0.9987304779906997,3092510.0,140568.63636363635,22,21,0.9545454545454546
O14901_PF00096_395,2701429,2704436,0.9988881230689134,2701429.0,112559.54166666667,24,21,0.875
O43167_PF00096_351,3385219,3389014,0.9988802052750446,3385219.0,153873.5909090909,22,21,0.9545454545454546
O60281_PF00096_808,2960511,2963887,0.998860955225351,2960511.0,123354.625,24,21,0.875
O60481_PF00096_389,3228415,3232327,0.9987897264107252,3228415.0,146746.13636363635,22,21,0.9545454545454546
P08151_PF00096_363,1802950,1804453,0.999167060599528,70119.23542463864,2804.7694169855454,25,20,0.8
P10070_PF00096_565,1732008,1733420,0.9991854253441174,66232.84318540325,2649.31372741613,25,20,0.8
P10071_PF00096_608,1896064,1897687,0.9991447483172936,74990.98326292705,2999.6393305170823,25,20,0.8
P25490_PF00096_384,2757965,2760764,0.9989861502105939,2757965.0,114915.20833333333,24,21,0.875
P37275_PF00096_933,3330443,3334767,0.9987033576858593,3330443.0,151383.77272727274,22,21,0.9545454545454546
P51508_PF00096_331,3062977,3066886,0.9987254172473317,3062977.0,139226.22727272726,22,21,0.9545454545454546
P57071_PF00096_1085,3338785,3342747,0.9988147472722285,3338785.0,151762.95454545456,22,21,0.9545454545454546
Q5F1R6_PF12171_315,32803,32808,0.9998475981467935,4112.455829377577,164.49823317510308,25,23,0.92
Q8NEA6_PF00096_414,2677539,2680225,0.9989978453301496,2677539.0,116414.73913043478,23,21,0.9130434782608695
Q8NEA6_PF00096_473,2825173,2828512,0.9988195206525551,2825173.0,117715.54166666667,24,21,0.875
Q8TDD2_PF00096_325,2781214,2784331,0.9988805210300068,2781214.0,115883.91666666667,24,21,0.875
Q99684_PF00096_256,609456,609891,0.9992867577977048,14912.488641077778,648.3690713512077,23,21,0.9130434782608695
Q99684_PF00096_313,3307190,3311386,0.9987328568762446,3307190.0,150326.81818181818,22,21,0.9545454545454546
Q9BRP0_PF00096_215,21707,21723,0.999263453482484,3164.472160479363,137.5857461077984,23,20,0.8695652173913043
Q9H9D4_PF00096_383,3344761,3348831,0.9987846505243173,3344761.0,159274.33333333334,21,21,1.0
Q9HAZ2_PF00096_282,3318437,3322700,0.9987170072531375,3318437.0,150838.04545454544,22,21,0.9545454545454546
Q9HC78_PF00096_635,3398076,3402282,0.9987637709043519,3398076.0,154458.0,22,21,0.9545454545454546
Q9HC78_PF00096_663,3449033,3453083,0.9988271350558328,3449033.0,156774.22727272726,22,21,0.9545454545454546
